ID,Category,Text_Length,Keywords,Text_Preview
13812481,SALES,5021,,SALES ASSOCIATE Summary My goal is to become associated with a company where I can utilize my skills and gain further experience while enhancing the company's productivity and reputation. Skills Effec...
14267489,SALES,6288,html,"SALES ASSOCIATE Profile Highly effective in promoting a positive, productive environment. Reputation for excellence and high quality service to clients. Good eye for detail; well organized, skilled in..."
14358578,SALES,6115,aws,"Camryn Hilliard Professional Summary Highly motivated Sales Associate with extensive customer service and sales experience. Outgoing sales professional with track record of driving increased sales, im..."
14381464,SALES,849,,SALES ASSOCIATE Summary My goal is to become associated with a company where i can utilize my skills and gain further experience while enhancing the company's productivity and reputation. Experience 1...
15273850,SALES,1189,,"SENIOR SALES ASSISTANT/ SALES SUPPORT Skills ads, attention to detail, customer service, data base, inventory, office, presentations, quality control, sales, phones Experience Senior Sales Assistant/ ..."
15581242,SALES,2319,,"SALES SPECIALIST Objective To obtain a position in a challenging environment that presents the opportunities for growth and knowledge; where I can maximize and apply my work ethic, time management ski..."
15620421,SALES,7766,,CENTER SALES Summary Results-oriented customer service managerÂ with diverse background in management and customer service. Dedicated to providing excellent customer service and making operational and...
15765660,SALES,7074,"html, css, sql, git","SALES Summary Passionate Marketing Manager leveraging expertise program management, sales enablement, and brand awareness to deliver lucrative results for rapid-growth corporations. Identifies long-te..."
10504237,TEACHER,6262,,"BIOLOGY TEACHER Experience 11/2016 to Current Biology Teacher Company Name ï¼​ City , State Execute, implement, and modify lesson plans while incorporating differentiated instruction and multiple inte..."
10527994,TEACHER,1639,,"SUBSTITUTE TEACHER Skills Outlook, Excel, Word, PowerPoint, QuickBooks and OneNote Experience 09/2016 to Current Substitute Teacher Company Name ï¼​ City , State Design learning environment to meet ed..."
10909720,TEACHER,5858,,MASTER TEACHER Highlights Home schooling knowledge Calm and patient Certified in Early Childhood Education Head Start programs Strong communicator Toddler and preschool curricula Classroom management ...
11336022,TEACHER,2814,,"LEAD TEACHER Summary To secure a position where I can utilize my skills, work ethic, achievement where we it can be an asset to your company. Highlights Knowledge of Windows Microsoft Word, PowerPoint..."
11616482,TEACHER,3624,html,"GUEST TEACHER Professional Overview A detail - oriented, high energy Social Science Teacher with the ability to motivate students to work at optimum levels while maintaining a comfortable, creative en..."
11943065,TEACHER,4868,,"CLASSROOM TEACHER Professional Summary Skilled and experienced classroom teacher certified and licensed to teach in the State of South Carolina. Demonstrated knowledge of successful teaching, behavior..."
12467531,TEACHER,6770,,"TEACHER Professional Summary Master teacher looking for new role and Industry. I'm looking to leverage the valuable skills, knowledge, and experiences as a teacher to advance a new client or organizat..."
12587973,TEACHER,5267,,"SUBSTITUTE TEACHER Summary Receiving an education on Psychology and pursuing my teaching certification,ha been the best professional accomplishment I have achieved. The teaching in the absence of the ..."
13087952,TEACHER,4568,,TEACHER Farrah M. Bauman Professional Summary A position as an adjunct teacher/professor with major responsibilities that will effectively utilize my experience and training in coordination with my co...
13296856,TEACHER,4479,,"TEACHER Summary Experienced, detail-oriented Program Manager withÂ excellent communication, problem solving and strategic planning skills. Passionate about networking, community engagement, building p..."
13330982,TEACHER,4825,,TEACHER Summary Education professional driven to create an environment that promotes hands-on learning for children at all stages of the learning process. Highlights Microsoft Office Smart Board Geogr...
13583538,TEACHER,5883,,"ASSISTANT TEACHER Summary Teacher's Aide who has lovingly taught 8 children, ages 0 through 18 months. Thorough in guiding children through a variety of daily activities and making sure the curriculum..."
13855004,TEACHER,5853,,"TEACHER Professional Summary To be enthusiastic, highly motivated and dedicated to instilling in children the passion to become life-long learners through obtaining the position of the Enrichment Spec..."
14958913,TEACHER,4965,,"TEACHER Interests RANGOLI DANCE COMPANY Los Angeles, CA Lead/Post-Graduate Company Dancer 2004 - Present *Graduated with a solo dance debut and performed in over 15+ large scale productions *Worked al..."
15850434,TEACHER,4971,,"TEACHER Professional Summary Over the past ten years I have excelled at effectively building highly motivated teams of varying backgrounds and abilities, and challenged them to succeed in growing and ..."
15899269,TEACHER,2675,,"TEACHER Experience 08/2015 to 07/2017 Teacher Company Name ï¼​ City , State Implement instructional activities contributing to meaningful learning experiences. Prepare syllabi and detailed lesson plan..."
16210888,TEACHER,5790,,"TEACHER Core Accomplishments Girl Scouts of the Missouri Heartland Â​ Cole County Service Unit Manager, Community 2012 Â​ present Involvement & Professional Develop and present engaging and timely wri..."
16270906,TEACHER,10889,aws,TEACHER Accomplishments Monitor school districts in delinquent status and recommend warrants to withhold state funds administered by the Texas Education Agency with an effort to collect outstanding du...
16820422,TEACHER,5828,,"ASSOCIATE TEACHER Accomplishments Bachelor of Science in Management and Business The Marshall Award 2007 The Barbara Hume Memorial Award 2011 Coach's Award 2007 The Rev. B.W. ""Pete"" Woodward, Jr. Priz..."
17311685,TEACHER,1989,,"KINDERGARTEN TEACHER Summary Dedicated educator committed to creating a classroom atmosphere that is stimulating, encouraging and supportive for all students. Skilled ESL Instructor who uses effective..."
